,question,answer,question_id
1526,大宗交易成交量是否纳入总成交量和指数！,《深圳证券交易所交易规则》规定：大宗交易不纳入本所即时行情和指数的计算，成交量在大宗交易结束后计入当日该证券成交总量。,1526
1527,折算基准A、B份额可以交易吗,在分级基金触发下折后，第二个交易日为折算基准日。这一天母基金暂停申赎，但是A和B份额场内继续交易（开盘停牌一小时）。,1527
1528,什么是分级基金向下不定期折算,根据基金合同，当分级基金B份额净值低于某一阈值（目前大部分股票型分级基金的下折算阈值设置为0.250元）时，将触发分级基金向下不定期折算。折算后A份额、B份额和母基金份额的基金份额净值将均被调整为1元，调整后的A份额和B份额按初始份额配比保留（目前大部分股票型分级基金的这一配比为1:1），A份额配对后的剩余部分将会转换为母基金场内份额，分配给A份额投资者,1528
1529,什么叫分级基金,分级基金又叫“结构型基金”，是指在一个投资组合下，通过对基金收益或净资产的分解，形成两级（或多级）风险收益表现有一定差异化基金份额的基金品种。&lt;br /&gt;它的主要特点是将基金产品分为两类或多类份额，并分别给予不同的收益分配。分级基金各个子基金的净值与份额占比的乘积之和等于母基金的净值。例如拆分成两类份额的母基金净值=A类子基净值 X A份额占比% + B类子基净值 X B份额占比%。,1529
1530,封闭式基金含义,封闭式基金是指在存续期内基金份额固定不变、在交易所上市交易但不开放申购赎回的基金。主要有以下几个特点：1、基金份额在交易所上市，投资者可通过任意证券公司以撮合成交价格买卖基金份额；2、基金管理人没有申购赎回的压力，可以更好地实现既定的投资策略；3、封闭式基金通常有5－15年的存续期，存续期满后基金管理人将召集持有人大会商议后续事宜（终止、续期或转换为开放式基金）；4、2007年以后在我所上市的创新型封闭式基金在基金合同中设置了救生艇条款，当基金交易的折价情况触发合同约定条款时，基金管理人将召集持有人大会审议基金转为开放式基金的事项。,1530
1531,基金分红含义,基金分红是指基金将收益的一部分以现金方式或者转为基金份额派发给基金投资人。这部分收益原来就是基金单位净值的一部分，分红后基金单位净值将下跌。,1531
1532,基金契约含义,基金契约就是一份“委托理财协议”。是基金管理人、基金托管人、基金投资者为设立基金而订立的用以明确基金当事人各方权利和义务关系的书面法律文件。基金契约规范基金各方当事人的地位与责任。基金管理人对基金财产具有经营管理权；基金托管人对基金财产具有保管权；投资者则对基金运营收益享有收益权，并承担投资风险。基金契约的主要内容包括：基金的持有人、管理人、托管人的权利与义务；基金的发行、购买、赎回与转让等；基金的投资目标、范围、政策和限制；基金资产的估值方法；基金的信息批露；基金的费用；收益分配与税收；基金终止与清算。投资者一旦认购了基金，就意味着你默许了基金契约，愿意委托该基金管理人“代你理财”。,1532
1533,分级基金概念,分级基金又叫“结构型基金”，是指在一个投资组合下，通过对基金收益或净资产的分解，形成两级（或多级）风险收益表现有一定差异化基金份额的基金品种。&lt;br /&gt;它的主要特点是将基金产品分为两类或多类份额，并分别给予不同的收益分配。分级基金各个子基金的净值与份额占比的乘积之和等于母基金的净值。例如拆分成两类份额的母基金净值=A类子基净值 X A份额占比% + B类子基净值 X B份额占比%。,1533
1534,基金的分类,一般基金可以分成以下类型：股票型 混合型 偏股型 指数型 债券型 货币型 QDII基金 类型不一样，基金的风险大小也是不一样的。,1534
1535,分级基金下折,下折是在子基金B份额净值下跌时，触及基金合同约定的下折阀值，分级基金的母基金和子基金（A份额和B份额）停牌进行下折。下折后，母基金和子基金的净值恢复为1元，投资者持有的基金份额会有相应的变化。,1535
1536,基金的类型,一般基金可以分成以下类型：股票型 混合型 偏股型 指数型 债券型 货币型 QDII基金 类型不一样，基金的风险大小也是不一样的。,1536
1537,基金契约,基金契约就是一份“委托理财协议”。是基金管理人、基金托管人、基金投资者为设立基金而订立的用以明确基金当事人各方权利和义务关系的书面法律文件。基金契约规范基金各方当事人的地位与责任。基金管理人对基金财产具有经营管理权；基金托管人对基金财产具有保管权；投资者则对基金运营收益享有收益权，并承担投资风险。基金契约的主要内容包括：基金的持有人、管理人、托管人的权利与义务；基金的发行、购买、赎回与转让等；基金的投资目标、范围、政策和限制；基金资产的估值方法；基金的信息批露；基金的费用；收益分配与税收；基金终止与清算。投资者一旦认购了基金，就意味着你默许了基金契约，愿意委托该基金管理人“代你理财”。,1537
1538,黄金期货和黄金现货有何不同,黄金期货和黄金现货是不一样的。 所谓黄金期货，是指以国际黄金市场未来某时点的黄金价格为交易标的的期货合约，投资人买卖黄金期货的盈亏，是由进场到出场两个时间的金价价差来衡量，契约到期后则是实物交割。现货黄金是指进行实物交割的，比如金条，金币之类。而黄金现货只是一种虚拟的账面交易，不进行实物交割。在你的存折上反映你有几克黄金，只是一种记账符号，不能提取实物黄金。它只是通过买卖赚取差价。前者可以保值增值，但需要时间。金条放家里怕不安全，可以去银行租保险箱。后者，由于不涉及实物，所以不存在安全隐患，但在交易时也要把握好，看准行情。,1538
1539,封闭式基金是什么,封闭式基金是指在存续期内基金份额固定不变、在交易所上市交易但不开放申购赎回的基金。主要有以下几个特点：1、基金份额在交易所上市，投资者可通过任意证券公司以撮合成交价格买卖基金份额；2、基金管理人没有申购赎回的压力，可以更好地实现既定的投资策略；3、封闭式基金通常有5－15年的存续期，存续期满后基金管理人将召集持有人大会商议后续事宜（终止、续期或转换为开放式基金）；4、2007年以后在我所上市的创新型封闭式基金在基金合同中设置了救生艇条款，当基金交易的折价情况触发合同约定条款时，基金管理人将召集持有人大会审议基金转为开放式基金的事项。,1539
